note_str,instrument,pitch,velocity,n_frames
string_acoustic_070-062-127,string_acoustic_070,62,127,38
string_acoustic_072-062-025,string_acoustic_072,62,25,38
string_acoustic_072-062-050,string_acoustic_072,62,50,38
string_acoustic_072-062-100,string_acoustic_072,62,100,38
string_acoustic_074-062-025,string_acoustic_074,62,25,38
string_acoustic_074-062-050,string_acoustic_074,62,50,38
string_acoustic_074-062-075,string_acoustic_074,62,75,38
string_acoustic_074-062-100,string_acoustic_074,62,100,38
string_acoustic_074-062-127,string_acoustic_074,62,127,38
string_acoustic_076-062-025,string_acoustic_076,62,25,38
string_acoustic_076-062-050,string_acoustic_076,62,50,38
string_acoustic_076-062-075,string_acoustic_076,62,75,38
string_acoustic_076-062-100,string_acoustic_076,62,100,38
string_acoustic_076-062-127,string_acoustic_076,62,127,38
string_acoustic_077-062-025,string_acoustic_077,62,25,38
string_acoustic_077-062-050,string_acoustic_077,62,50,38
string_acoustic_077-062-075,string_acoustic_077,62,75,38
string_acoustic_077-062-100,string_acoustic_077,62,100,38
string_acoustic_077-062-127,string_acoustic_077,62,127,38
string_acoustic_078-062-025,string_acoustic_078,62,25,38
string_acoustic_078-062-050,string_acoustic_078,62,50,38
string_acoustic_078-062-075,string_acoustic_078,62,75,38
string_acoustic_078-062-100,string_acoustic_078,62,100,38
string_acoustic_078-062-127,string_acoustic_078,62,127,38
string_acoustic_079-062-100,string_acoustic_079,62,100,21
string_acoustic_079-062-127,string_acoustic_079,62,127,21
string_acoustic_081-062-100,string_acoustic_081,62,100,21
string_acoustic_081-062-127,string_acoustic_081,62,127,21
string_acoustic_082-062-025,string_acoustic_082,62,25,38
string_acoustic_082-062-050,string_acoustic_082,62,50,38
string_acoustic_082-062-075,string_acoustic_082,62,75,38
string_acoustic_082-062-100,string_acoustic_082,62,100,38
string_acoustic_082-062-127,string_acoustic_082,62,127,38
string_acoustic_083-062-025,string_acoustic_083,62,25,38
string_acoustic_083-062-050,string_acoustic_083,62,50,38
string_acoustic_083-062-075,string_acoustic_083,62,75,38
string_acoustic_083-062-100,string_acoustic_083,62,100,38
string_acoustic_083-062-127,string_acoustic_083,62,127,38
string_acoustic_084-062-025,string_acoustic_084,62,25,33
string_acoustic_084-062-050,string_acoustic_084,62,50,33
string_acoustic_084-062-075,string_acoustic_084,62,75,32
string_acoustic_086-062-025,string_acoustic_086,62,25,38
string_acoustic_086-062-050,string_acoustic_086,62,50,38
string_acoustic_086-062-075,string_acoustic_086,62,75,38
string_acoustic_086-062-100,string_acoustic_086,62,100,38
string_acoustic_086-062-127,string_acoustic_086,62,127,38
string_acoustic_088-062-025,string_acoustic_088,62,25,38
string_acoustic_088-062-050,string_acoustic_088,62,50,38
string_acoustic_088-062-075,string_acoustic_088,62,75,38
string_acoustic_088-062-100,string_acoustic_088,62,100,38
string_acoustic_088-062-127,string_acoustic_088,62,127,38
string_acoustic_089-062-025,string_acoustic_089,62,25,38
string_acoustic_089-062-050,string_acoustic_089,62,50,38
string_acoustic_089-062-075,string_acoustic_089,62,75,38
string_acoustic_089-062-100,string_acoustic_089,62,100,38
string_acoustic_089-062-127,string_acoustic_089,62,127,38
string_acoustic_090-062-025,string_acoustic_090,62,25,38
string_acoustic_090-062-050,string_acoustic_090,62,50,38
string_acoustic_090-062-075,string_acoustic_090,62,75,38
string_acoustic_090-062-100,string_acoustic_090,62,100,38
string_acoustic_090-062-127,string_acoustic_090,62,127,38
string_acoustic_001-063-025,string_acoustic_001,63,25,38
string_acoustic_001-063-050,string_acoustic_001,63,50,38
string_acoustic_001-063-075,string_acoustic_001,63,75,38
string_acoustic_001-063-100,string_acoustic_001,63,100,38
string_acoustic_001-063-127,string_acoustic_001,63,127,38
string_acoustic_003-063-025,string_acoustic_003,63,25,38
string_acoustic_003-063-050,string_acoustic_003,63,50,38
string_acoustic_003-063-075,string_acoustic_003,63,75,38
string_acoustic_003-063-100,string_acoustic_003,63,100,38
string_acoustic_003-063-127,string_acoustic_003,63,127,38
string_acoustic_006-063-025,string_acoustic_006,63,25,38
string_acoustic_006-063-050,string_acoustic_006,63,50,38
string_acoustic_006-063-075,string_acoustic_006,63,75,38
string_acoustic_006-063-100,string_acoustic_006,63,100,38
string_acoustic_006-063-127,string_acoustic_006,63,127,38
string_acoustic_007-063-025,string_acoustic_007,63,25,38
string_acoustic_007-063-050,string_acoustic_007,63,50,38
string_acoustic_007-063-075,string_acoustic_007,63,75,38
string_acoustic_007-063-100,string_acoustic_007,63,100,38
string_acoustic_007-063-127,string_acoustic_007,63,127,38
string_acoustic_008-063-025,string_acoustic_008,63,25,38
string_acoustic_008-063-050,string_acoustic_008,63,50,38
string_acoustic_008-063-075,string_acoustic_008,63,75,38
string_acoustic_008-063-100,string_acoustic_008,63,100,38
string_acoustic_008-063-127,string_acoustic_008,63,127,38
string_acoustic_009-063-025,string_acoustic_009,63,25,38
string_acoustic_009-063-050,string_acoustic_009,63,50,38
string_acoustic_009-063-075,string_acoustic_009,63,75,38
string_acoustic_009-063-100,string_acoustic_009,63,100,38
string_acoustic_009-063-127,string_acoustic_009,63,127,38
string_acoustic_011-063-025,string_acoustic_011,63,25,38
string_acoustic_011-063-050,string_acoustic_011,63,50,38
string_acoustic_011-063-075,string_acoustic_011,63,75,38
string_acoustic_011-063-100,string_acoustic_011,63,100,38
string_acoustic_011-063-127,string_acoustic_011,63,127,38
string_acoustic_013-063-025,string_acoustic_013,63,25,38
string_acoustic_013-063-050,string_acoustic_013,63,50,38
string_acoustic_013-063-075,string_acoustic_013,63,75,38
string_acoustic_013-063-100,string_acoustic_013,63,100,38
string_acoustic_013-063-127,string_acoustic_013,63,127,38
string_acoustic_015-063-025,string_acoustic_015,63,25,38
string_acoustic_015-063-050,string_acoustic_015,63,50,38
string_acoustic_015-063-075,string_acoustic_015,63,75,38
string_acoustic_015-063-100,string_acoustic_015,63,100,38
string_acoustic_015-063-127,string_acoustic_015,63,127,38
string_acoustic_017-063-025,string_acoustic_017,63,25,38
string_acoustic_017-063-050,string_acoustic_017,63,50,38
string_acoustic_017-063-075,string_acoustic_017,63,75,38
string_acoustic_017-063-100,string_acoustic_017,63,100,38
string_acoustic_017-063-127,string_acoustic_017,63,127,38
string_acoustic_018-063-025,string_acoustic_018,63,25,38
string_acoustic_018-063-050,string_acoustic_018,63,50,38
string_acoustic_018-063-075,string_acoustic_018,63,75,38
string_acoustic_018-063-100,string_acoustic_018,63,100,38
string_acoustic_018-063-127,string_acoustic_018,63,127,38
string_acoustic_019-063-025,string_acoustic_019,63,25,38
string_acoustic_019-063-050,string_acoustic_019,63,50,38
string_acoustic_019-063-075,string_acoustic_019,63,75,38
string_acoustic_019-063-100,string_acoustic_019,63,100,38
string_acoustic_019-063-127,string_acoustic_019,63,127,38
string_acoustic_020-063-025,string_acoustic_020,63,25,38
string_acoustic_020-063-050,string_acoustic_020,63,50,38
string_acoustic_020-063-075,string_acoustic_020,63,75,38
string_acoustic_020-063-100,string_acoustic_020,63,100,38
string_acoustic_020-063-127,string_acoustic_020,63,127,38
string_acoustic_021-063-025,string_acoustic_021,63,25,38
string_acoustic_021-063-050,string_acoustic_021,63,50,38
string_acoustic_021-063-075,string_acoustic_021,63,75,38
string_acoustic_021-063-100,string_acoustic_021,63,100,38
string_acoustic_021-063-127,string_acoustic_021,63,127,38
string_acoustic_023-063-025,string_acoustic_023,63,25,38
string_acoustic_023-063-050,string_acoustic_023,63,50,38
string_acoustic_023-063-075,string_acoustic_023,63,75,38
string_acoustic_023-063-100,string_acoustic_023,63,100,38
string_acoustic_023-063-127,string_acoustic_023,63,127,38
string_acoustic_024-063-025,string_acoustic_024,63,25,38
string_acoustic_024-063-050,string_acoustic_024,63,50,38
string_acoustic_024-063-075,string_acoustic_024,63,75,38
string_acoustic_024-063-100,string_acoustic_024,63,100,38
string_acoustic_024-063-127,string_acoustic_024,63,127,38
string_acoustic_029-063-025,string_acoustic_029,63,25,38
string_acoustic_029-063-050,string_acoustic_029,63,50,38
string_acoustic_029-063-075,string_acoustic_029,63,75,38
string_acoustic_029-063-100,string_acoustic_029,63,100,38
string_acoustic_029-063-127,string_acoustic_029,63,127,38
string_acoustic_030-063-025,string_acoustic_030,63,25,38
string_acoustic_030-063-050,string_acoustic_030,63,50,38
string_acoustic_030-063-075,string_acoustic_030,63,75,38
string_acoustic_030-063-100,string_acoustic_030,63,100,38
string_acoustic_030-063-127,string_acoustic_030,63,127,38
string_acoustic_033-063-025,string_acoustic_033,63,25,38
string_acoustic_033-063-050,string_acoustic_033,63,50,38
string_acoustic_033-063-075,string_acoustic_033,63,75,38
string_acoustic_033-063-100,string_acoustic_033,63,100,38
string_acoustic_033-063-127,string_acoustic_033,63,127,38
string_acoustic_035-063-025,string_acoustic_035,63,25,38
string_acoustic_035-063-050,string_acoustic_035,63,50,38
string_acoustic_035-063-075,string_acoustic_035,63,75,38
string_acoustic_035-063-100,string_acoustic_035,63,100,38
string_acoustic_035-063-127,string_acoustic_035,63,127,38
string_acoustic_036-063-025,string_acoustic_036,63,25,38
string_acoustic_036-063-050,string_acoustic_036,63,50,38
string_acoustic_036-063-075,string_acoustic_036,63,75,38
string_acoustic_036-063-100,string_acoustic_036,63,100,38
string_acoustic_036-063-127,string_acoustic_036,63,127,38
string_acoustic_040-063-025,string_acoustic_040,63,25,38
string_acoustic_040-063-050,string_acoustic_040,63,50,38
string_acoustic_040-063-075,string_acoustic_040,63,75,38
string_acoustic_040-063-100,string_acoustic_040,63,100,38
string_acoustic_040-063-127,string_acoustic_040,63,127,38
string_acoustic_042-063-025,string_acoustic_042,63,25,38
string_acoustic_042-063-050,string_acoustic_042,63,50,38
string_acoustic_042-063-075,string_acoustic_042,63,75,38
string_acoustic_042-063-100,string_acoustic_042,63,100,38
string_acoustic_042-063-127,string_acoustic_042,63,127,38
string_acoustic_043-063-025,string_acoustic_043,63,25,38
string_acoustic_043-063-050,string_acoustic_043,63,50,38
string_acoustic_043-063-075,string_acoustic_043,63,75,38
string_acoustic_043-063-100,string_acoustic_043,63,100,38
string_acoustic_043-063-127,string_acoustic_043,63,127,38
string_acoustic_044-063-025,string_acoustic_044,63,25,38
string_acoustic_044-063-050,string_acoustic_044,63,50,38
string_acoustic_044-063-075,string_acoustic_044,63,75,38
string_acoustic_044-063-100,string_acoustic_044,63,100,38
string_acoustic_044-063-127,string_acoustic_044,63,127,38
string_acoustic_045-063-025,string_acoustic_045,63,25,38
string_acoustic_045-063-050,string_acoustic_045,63,50,38
string_acoustic_045-063-075,string_acoustic_045,63,75,38
string_acoustic_045-063-100,string_acoustic_045,63,100,38
string_acoustic_045-063-127,string_acoustic_045,63,127,38
string_acoustic_047-063-025,string_acoustic_047,63,25,38
string_acoustic_047-063-050,string_acoustic_047,63,50,38
string_acoustic_047-063-075,string_acoustic_047,63,75,38
string_acoustic_047-063-100,string_acoustic_047,63,100,38
string_acoustic_047-063-127,string_acoustic_047,63,127,38
string_acoustic_048-063-025,string_acoustic_048,63,25,38
string_acoustic_048-063-050,string_acoustic_048,63,50,38
string_acoustic_048-063-075,string_acoustic_048,63,75,38
string_acoustic_048-063-100,string_acoustic_048,63,100,38
string_acoustic_048-063-127,string_acoustic_048,63,127,38
string_acoustic_049-063-025,string_acoustic_049,63,25,38
string_acoustic_049-063-050,string_acoustic_049,63,50,38
string_acoustic_049-063-075,string_acoustic_049,63,75,38
string_acoustic_049-063-100,string_acoustic_049,63,100,38
string_acoustic_049-063-127,string_acoustic_049,63,127,38
string_acoustic_051-063-025,string_acoustic_051,63,25,38
string_acoustic_051-063-050,string_acoustic_051,63,50,38
string_acoustic_051-063-075,string_acoustic_051,63,75,38
string_acoustic_051-063-100,string_acoustic_051,63,100,38
string_acoustic_051-063-127,string_acoustic_051,63,127,38
string_acoustic_052-063-025,string_acoustic_052,63,25,38
string_acoustic_052-063-050,string_acoustic_052,63,50,38
string_acoustic_052-063-075,string_acoustic_052,63,75,38
string_acoustic_052-063-100,string_acoustic_052,63,100,38
string_acoustic_052-063-127,string_acoustic_052,63,127,38
string_acoustic_054-063-025,string_acoustic_054,63,25,38
string_acoustic_054-063-050,string_acoustic_054,63,50,38
string_acoustic_054-063-075,string_acoustic_054,63,75,38
string_acoustic_054-063-100,string_acoustic_054,63,100,38
string_acoustic_054-063-127,string_acoustic_054,63,127,38
string_acoustic_055-063-025,string_acoustic_055,63,25,38
string_acoustic_055-063-050,string_acoustic_055,63,50,38
string_acoustic_055-063-075,string_acoustic_055,63,75,38
string_acoustic_055-063-100,string_acoustic_055,63,100,38
string_acoustic_055-063-127,string_acoustic_055,63,127,38
string_acoustic_059-063-025,string_acoustic_059,63,25,38
string_acoustic_059-063-050,string_acoustic_059,63,50,38
string_acoustic_059-063-075,string_acoustic_059,63,75,38
string_acoustic_059-063-100,string_acoustic_059,63,100,38
string_acoustic_059-063-127,string_acoustic_059,63,127,38
string_acoustic_060-063-025,string_acoustic_060,63,25,38
string_acoustic_060-063-050,string_acoustic_060,63,50,38
string_acoustic_060-063-075,string_acoustic_060,63,75,38
string_acoustic_060-063-100,string_acoustic_060,63,100,38
string_acoustic_060-063-127,string_acoustic_060,63,127,38
string_acoustic_061-063-025,string_acoustic_061,63,25,38
string_acoustic_061-063-050,string_acoustic_061,63,50,38
string_acoustic_061-063-075,string_acoustic_061,63,75,38
string_acoustic_061-063-100,string_acoustic_061,63,100,38
string_acoustic_061-063-127,string_acoustic_061,63,127,38
string_acoustic_063-063-025,string_acoustic_063,63,25,38
string_acoustic_063-063-050,string_acoustic_063,63,50,38
string_acoustic_063-063-075,string_acoustic_063,63,75,38
string_acoustic_063-063-100,string_acoustic_063,63,100,38
string_acoustic_063-063-127,string_acoustic_063,63,127,38
string_acoustic_064-063-025,string_acoustic_064,63,25,38
string_acoustic_064-063-050,string_acoustic_064,63,50,38
string_acoustic_064-063-075,string_acoustic_064,63,75,38
string_acoustic_064-063-100,string_acoustic_064,63,100,38
string_acoustic_064-063-127,string_acoustic_064,63,127,38
string_acoustic_066-063-025,string_acoustic_066,63,25,38
string_acoustic_066-063-050,string_acoustic_066,63,50,38
string_acoustic_066-063-075,string_acoustic_066,63,75,38
string_acoustic_066-063-100,string_acoustic_066,63,100,38
string_acoustic_066-063-127,string_acoustic_066,63,127,38
string_acoustic_067-063-025,string_acoustic_067,63,25,38
string_acoustic_067-063-050,string_acoustic_067,63,50,38
string_acoustic_067-063-075,string_acoustic_067,63,75,38
string_acoustic_067-063-100,string_acoustic_067,63,100,38
string_acoustic_067-063-127,string_acoustic_067,63,127,38
string_acoustic_069-063-025,string_acoustic_069,63,25,38
string_acoustic_069-063-050,string_acoustic_069,63,50,38
string_acoustic_069-063-075,string_acoustic_069,63,75,38
string_acoustic_069-063-100,string_acoustic_069,63,100,38
string_acoustic_069-063-127,string_acoustic_069,63,127,38
string_acoustic_070-063-025,string_acoustic_070,63,25,38
string_acoustic_070-063-050,string_acoustic_070,63,50,38
string_acoustic_070-063-075,string_acoustic_070,63,75,38
string_acoustic_070-063-100,string_acoustic_070,63,100,38
string_acoustic_070-063-127,string_acoustic_070,63,127,38
string_acoustic_074-063-025,string_acoustic_074,63,25,38
string_acoustic_074-063-050,string_acoustic_074,63,50,38
string_acoustic_074-063-075,string_acoustic_074,63,75,38
string_acoustic_074-063-100,string_acoustic_074,63,100,38
string_acoustic_074-063-127,string_acoustic_074,63,127,38
string_acoustic_076-063-025,string_acoustic_076,63,25,38
string_acoustic_076-063-050,string_acoustic_076,63,50,38
string_acoustic_076-063-075,string_acoustic_076,63,75,38
string_acoustic_076-063-100,string_acoustic_076,63,100,38
string_acoustic_076-063-127,string_acoustic_076,63,127,38
string_acoustic_077-063-025,string_acoustic_077,63,25,38
string_acoustic_077-063-050,string_acoustic_077,63,50,38
string_acoustic_077-063-075,string_acoustic_077,63,75,38
string_acoustic_077-063-100,string_acoustic_077,63,100,38
string_acoustic_077-063-127,string_acoustic_077,63,127,38
string_acoustic_078-063-025,string_acoustic_078,63,25,38
string_acoustic_078-063-050,string_acoustic_078,63,50,38
string_acoustic_078-063-075,string_acoustic_078,63,75,38
string_acoustic_078-063-100,string_acoustic_078,63,100,38
string_acoustic_078-063-127,string_acoustic_078,63,127,38
string_acoustic_083-063-025,string_acoustic_083,63,25,38
string_acoustic_083-063-050,string_acoustic_083,63,50,38
string_acoustic_083-063-075,string_acoustic_083,63,75,38
string_acoustic_083-063-100,string_acoustic_083,63,100,38
string_acoustic_083-063-127,string_acoustic_083,63,127,38
string_acoustic_086-063-025,string_acoustic_086,63,25,38
string_acoustic_086-063-050,string_acoustic_086,63,50,38
string_acoustic_086-063-075,string_acoustic_086,63,75,38
string_acoustic_086-063-100,string_acoustic_086,63,100,38
string_acoustic_086-063-127,string_acoustic_086,63,127,38
string_acoustic_088-063-025,string_acoustic_088,63,25,38
string_acoustic_088-063-050,string_acoustic_088,63,50,38
string_acoustic_088-063-075,string_acoustic_088,63,75,38
string_acoustic_088-063-100,string_acoustic_088,63,100,38
string_acoustic_088-063-127,string_acoustic_088,63,127,38
string_acoustic_089-063-025,string_acoustic_089,63,25,38
string_acoustic_089-063-050,string_acoustic_089,63,50,38
string_acoustic_089-063-075,string_acoustic_089,63,75,38
string_acoustic_089-063-100,string_acoustic_089,63,100,38
string_acoustic_089-063-127,string_acoustic_089,63,127,38
string_acoustic_090-063-025,string_acoustic_090,63,25,38
string_acoustic_090-063-050,string_acoustic_090,63,50,38
string_acoustic_090-063-075,string_acoustic_090,63,75,38
string_acoustic_090-063-100,string_acoustic_090,63,100,38
string_acoustic_090-063-127,string_acoustic_090,63,127,38
string_acoustic_001-064-025,string_acoustic_001,64,25,38
string_acoustic_001-064-050,string_acoustic_001,64,50,38
string_acoustic_001-064-075,string_acoustic_001,64,75,38
string_acoustic_001-064-100,string_acoustic_001,64,100,38
string_acoustic_001-064-127,string_acoustic_001,64,127,38
string_acoustic_003-064-025,string_acoustic_003,64,25,38
string_acoustic_003-064-050,string_acoustic_003,64,50,38
string_acoustic_003-064-075,string_acoustic_003,64,75,38
string_acoustic_003-064-100,string_acoustic_003,64,100,38
string_acoustic_003-064-127,string_acoustic_003,64,127,38
string_acoustic_006-064-025,string_acoustic_006,64,25,38
string_acoustic_006-064-050,string_acoustic_006,64,50,38
string_acoustic_006-064-075,string_acoustic_006,64,75,38
string_acoustic_006-064-100,string_acoustic_006,64,100,38
string_acoustic_006-064-127,string_acoustic_006,64,127,38
string_acoustic_007-064-025,string_acoustic_007,64,25,38
string_acoustic_007-064-050,string_acoustic_007,64,50,38
string_acoustic_007-064-075,string_acoustic_007,64,75,38
string_acoustic_007-064-100,string_acoustic_007,64,100,38
string_acoustic_007-064-127,string_acoustic_007,64,127,38
string_acoustic_008-064-025,string_acoustic_008,64,25,38
string_acoustic_008-064-050,string_acoustic_008,64,50,38
string_acoustic_008-064-075,string_acoustic_008,64,75,38
string_acoustic_008-064-100,string_acoustic_008,64,100,38
string_acoustic_008-064-127,string_acoustic_008,64,127,38
string_acoustic_009-064-025,string_acoustic_009,64,25,38
string_acoustic_009-064-050,string_acoustic_009,64,50,38
string_acoustic_009-064-075,string_acoustic_009,64,75,38
string_acoustic_009-064-100,string_acoustic_009,64,100,38
string_acoustic_009-064-127,string_acoustic_009,64,127,38
string_acoustic_011-064-025,string_acoustic_011,64,25,38
string_acoustic_011-064-050,string_acoustic_011,64,50,38
string_acoustic_011-064-075,string_acoustic_011,64,75,38
string_acoustic_011-064-100,string_acoustic_011,64,100,38
string_acoustic_011-064-127,string_acoustic_011,64,127,38
string_acoustic_013-064-025,string_acoustic_013,64,25,38
string_acoustic_013-064-050,string_acoustic_013,64,50,38
string_acoustic_013-064-075,string_acoustic_013,64,75,38
string_acoustic_013-064-100,string_acoustic_013,64,100,38
string_acoustic_013-064-127,string_acoustic_013,64,127,38
string_acoustic_015-064-025,string_acoustic_015,64,25,38
string_acoustic_015-064-050,string_acoustic_015,64,50,38
string_acoustic_015-064-075,string_acoustic_015,64,75,38
string_acoustic_015-064-100,string_acoustic_015,64,100,38
string_acoustic_015-064-127,string_acoustic_015,64,127,38
string_acoustic_017-064-025,string_acoustic_017,64,25,38
string_acoustic_017-064-050,string_acoustic_017,64,50,38
string_acoustic_017-064-075,string_acoustic_017,64,75,38
string_acoustic_017-064-100,string_acoustic_017,64,100,38
string_acoustic_017-064-127,string_acoustic_017,64,127,38
string_acoustic_018-064-025,string_acoustic_018,64,25,38
string_acoustic_018-064-050,string_acoustic_018,64,50,38
string_acoustic_018-064-075,string_acoustic_018,64,75,38
string_acoustic_018-064-100,string_acoustic_018,64,100,38
string_acoustic_018-064-127,string_acoustic_018,64,127,38
string_acoustic_019-064-025,string_acoustic_019,64,25,38
string_acoustic_019-064-050,string_acoustic_019,64,50,38
string_acoustic_019-064-075,string_acoustic_019,64,75,38
string_acoustic_019-064-100,string_acoustic_019,64,100,38
string_acoustic_019-064-127,string_acoustic_019,64,127,38
string_acoustic_020-064-025,string_acoustic_020,64,25,38
string_acoustic_020-064-050,string_acoustic_020,64,50,38
string_acoustic_020-064-075,string_acoustic_020,64,75,38
string_acoustic_020-064-100,string_acoustic_020,64,100,38
string_acoustic_020-064-127,string_acoustic_020,64,127,38
string_acoustic_021-064-025,string_acoustic_021,64,25,38
string_acoustic_021-064-050,string_acoustic_021,64,50,38
string_acoustic_021-064-075,string_acoustic_021,64,75,38
string_acoustic_021-064-100,string_acoustic_021,64,100,38
string_acoustic_021-064-127,string_acoustic_021,64,127,38
string_acoustic_023-064-025,string_acoustic_023,64,25,38
string_acoustic_023-064-050,string_acoustic_023,64,50,38
string_acoustic_023-064-075,string_acoustic_023,64,75,38
string_acoustic_023-064-100,string_acoustic_023,64,100,38
string_acoustic_023-064-127,string_acoustic_023,64,127,38
string_acoustic_024-064-025,string_acoustic_024,64,25,38
string_acoustic_024-064-050,string_acoustic_024,64,50,38
string_acoustic_024-064-075,string_acoustic_024,64,75,38
string_acoustic_024-064-100,string_acoustic_024,64,100,38
string_acoustic_024-064-127,string_acoustic_024,64,127,38
string_acoustic_029-064-025,string_acoustic_029,64,25,38
string_acoustic_029-064-050,string_acoustic_029,64,50,38
string_acoustic_029-064-075,string_acoustic_029,64,75,38
string_acoustic_029-064-100,string_acoustic_029,64,100,38
string_acoustic_029-064-127,string_acoustic_029,64,127,38
string_acoustic_030-064-025,string_acoustic_030,64,25,38
string_acoustic_030-064-050,string_acoustic_030,64,50,38
string_acoustic_030-064-075,string_acoustic_030,64,75,38
string_acoustic_030-064-100,string_acoustic_030,64,100,38
string_acoustic_030-064-127,string_acoustic_030,64,127,38
string_acoustic_033-064-025,string_acoustic_033,64,25,38
string_acoustic_033-064-050,string_acoustic_033,64,50,38
string_acoustic_033-064-075,string_acoustic_033,64,75,38
string_acoustic_033-064-100,string_acoustic_033,64,100,38
string_acoustic_033-064-127,string_acoustic_033,64,127,38
string_acoustic_035-064-025,string_acoustic_035,64,25,38
string_acoustic_035-064-050,string_acoustic_035,64,50,38
string_acoustic_035-064-075,string_acoustic_035,64,75,38
string_acoustic_035-064-100,string_acoustic_035,64,100,38
string_acoustic_035-064-127,string_acoustic_035,64,127,38
string_acoustic_036-064-025,string_acoustic_036,64,25,38
string_acoustic_036-064-050,string_acoustic_036,64,50,38
string_acoustic_036-064-075,string_acoustic_036,64,75,38
string_acoustic_036-064-100,string_acoustic_036,64,100,38
string_acoustic_036-064-127,string_acoustic_036,64,127,38
string_acoustic_040-064-025,string_acoustic_040,64,25,38
string_acoustic_040-064-050,string_acoustic_040,64,50,38
string_acoustic_040-064-075,string_acoustic_040,64,75,38
string_acoustic_040-064-100,string_acoustic_040,64,100,38
string_acoustic_040-064-127,string_acoustic_040,64,127,38
string_acoustic_042-064-025,string_acoustic_042,64,25,38
string_acoustic_042-064-050,string_acoustic_042,64,50,38
string_acoustic_042-064-075,string_acoustic_042,64,75,38
string_acoustic_042-064-100,string_acoustic_042,64,100,38
string_acoustic_042-064-127,string_acoustic_042,64,127,38
string_acoustic_043-064-025,string_acoustic_043,64,25,38
string_acoustic_043-064-050,string_acoustic_043,64,50,38
string_acoustic_043-064-075,string_acoustic_043,64,75,38
string_acoustic_043-064-100,string_acoustic_043,64,100,38
string_acoustic_043-064-127,string_acoustic_043,64,127,38
string_acoustic_044-064-025,string_acoustic_044,64,25,38
string_acoustic_044-064-050,string_acoustic_044,64,50,38
string_acoustic_044-064-075,string_acoustic_044,64,75,38
string_acoustic_044-064-100,string_acoustic_044,64,100,38
string_acoustic_044-064-127,string_acoustic_044,64,127,38
string_acoustic_045-064-025,string_acoustic_045,64,25,38
string_acoustic_045-064-050,string_acoustic_045,64,50,38
string_acoustic_045-064-075,string_acoustic_045,64,75,38
string_acoustic_045-064-100,string_acoustic_045,64,100,38
string_acoustic_045-064-127,string_acoustic_045,64,127,38
string_acoustic_047-064-025,string_acoustic_047,64,25,38
string_acoustic_047-064-050,string_acoustic_047,64,50,38
string_acoustic_047-064-075,string_acoustic_047,64,75,38
string_acoustic_047-064-100,string_acoustic_047,64,100,38
string_acoustic_047-064-127,string_acoustic_047,64,127,38
string_acoustic_048-064-025,string_acoustic_048,64,25,38
string_acoustic_048-064-050,string_acoustic_048,64,50,38
string_acoustic_048-064-075,string_acoustic_048,64,75,38
string_acoustic_048-064-100,string_acoustic_048,64,100,38
string_acoustic_048-064-127,string_acoustic_048,64,127,38
string_acoustic_049-064-025,string_acoustic_049,64,25,38
string_acoustic_049-064-050,string_acoustic_049,64,50,38
string_acoustic_049-064-075,string_acoustic_049,64,75,38
string_acoustic_049-064-100,string_acoustic_049,64,100,38
string_acoustic_049-064-127,string_acoustic_049,64,127,38
string_acoustic_051-064-025,string_acoustic_051,64,25,38
string_acoustic_051-064-050,string_acoustic_051,64,50,38
string_acoustic_051-064-075,string_acoustic_051,64,75,38
string_acoustic_051-064-100,string_acoustic_051,64,100,38
string_acoustic_051-064-127,string_acoustic_051,64,127,38
string_acoustic_052-064-025,string_acoustic_052,64,25,38
string_acoustic_052-064-050,string_acoustic_052,64,50,38
string_acoustic_052-064-075,string_acoustic_052,64,75,38
string_acoustic_052-064-100,string_acoustic_052,64,100,38
string_acoustic_052-064-127,string_acoustic_052,64,127,38
string_acoustic_054-064-025,string_acoustic_054,64,25,38
string_acoustic_054-064-050,string_acoustic_054,64,50,38
string_acoustic_054-064-075,string_acoustic_054,64,75,38
string_acoustic_054-064-100,string_acoustic_054,64,100,38
string_acoustic_054-064-127,string_acoustic_054,64,127,38
string_acoustic_055-064-025,string_acoustic_055,64,25,38
string_acoustic_055-064-050,string_acoustic_055,64,50,38
string_acoustic_055-064-075,string_acoustic_055,64,75,38
string_acoustic_055-064-100,string_acoustic_055,64,100,38
string_acoustic_055-064-127,string_acoustic_055,64,127,38
string_acoustic_059-064-025,string_acoustic_059,64,25,38
string_acoustic_059-064-050,string_acoustic_059,64,50,38
string_acoustic_059-064-075,string_acoustic_059,64,75,38
string_acoustic_059-064-100,string_acoustic_059,64,100,38
string_acoustic_059-064-127,string_acoustic_059,64,127,38
string_acoustic_060-064-025,string_acoustic_060,64,25,38
string_acoustic_060-064-050,string_acoustic_060,64,50,38
string_acoustic_060-064-075,string_acoustic_060,64,75,38
string_acoustic_060-064-100,string_acoustic_060,64,100,38
string_acoustic_060-064-127,string_acoustic_060,64,127,38
string_acoustic_061-064-025,string_acoustic_061,64,25,38
string_acoustic_061-064-050,string_acoustic_061,64,50,38
string_acoustic_061-064-075,string_acoustic_061,64,75,38
string_acoustic_061-064-100,string_acoustic_061,64,100,38
string_acoustic_061-064-127,string_acoustic_061,64,127,38
string_acoustic_063-064-025,string_acoustic_063,64,25,38
string_acoustic_063-064-050,string_acoustic_063,64,50,38
string_acoustic_063-064-075,string_acoustic_063,64,75,38
