clip_path,target_v,target_a,achieved_v,achieved_a,rating,loudness_gain,timestamp,rater
al_pool/pool_036.wav,-0.6371,-0.3126,-0.6371,-0.3126,1.0,0.3189,2026-07-05T14:34:29.274424,R08
al_pool/pool_146.wav,-0.8025,1.0,-0.8025,1.0,0.0,0.1838,2026-07-05T14:34:36.927093,R08
al_pool/pool_145.wav,-0.6579,0.4,-0.6579,0.4,1.0,0.238,2026-07-05T14:34:41.295853,R08
al_pool/pool_029.wav,-0.6219,0.7888,-0.6219,0.7888,1.0,0.1194,2026-07-05T14:34:46.192644,R08
al_pool/pool_110.wav,-0.5891,0.1789,-0.5891,0.1789,-1.0,0.5219,2026-07-05T14:34:51.751743,R08
al_pool/pool_008.wav,-0.803,0.5584,-0.803,0.5584,-1.0,0.2546,2026-07-05T14:34:57.593923,R08
al_pool/pool_028.wav,-0.9009,0.1011,-0.9009,0.1011,0.0,0.1507,2026-07-05T14:35:13.057955,R08
al_pool/pool_046.wav,-0.2381,0.4416,-0.2381,0.4416,-1.0,0.8505,2026-07-05T14:35:16.599925,R08
al_pool/pool_136.wav,-0.566,-0.5691,-0.566,-0.5691,1.0,0.2663,2026-07-05T14:35:22.856047,R08
al_pool/pool_027.wav,-0.406,1.0,-0.406,1.0,1.0,0.1375,2026-07-05T14:35:30.132427,R08
al_pool/pool_050.wav,-0.8183,-0.1319,-0.8183,-0.1319,-1.0,0.5213,2026-07-05T14:35:35.134729,R08
al_pool/pool_116.wav,-0.4763,-0.0804,-0.4763,-0.0804,0.0,0.1954,2026-07-05T14:35:41.977496,R08
al_pool/pool_084.wav,-0.8207,0.3809,-0.8207,0.3809,-1.0,1.0537,2026-07-05T14:35:47.753161,R08
al_pool/pool_021.wav,-1.0,0.8278,-1.0,0.8278,1.0,0.1976,2026-07-05T14:35:53.259832,R08
al_pool/pool_133.wav,-0.7768,-0.3417,-0.7768,-0.3417,0.0,0.324,2026-07-05T14:36:04.780047,R08
al_pool/pool_117.wav,-0.4995,0.3564,-0.4995,0.3564,0.0,0.1841,2026-07-05T14:36:23.856801,R08
al_pool/pool_124.wav,-0.9449,-0.4675,-0.9449,-0.4675,0.0,0.3187,2026-07-05T14:36:31.738370,R08
al_pool/pool_015.wav,-0.6131,-0.881,-0.6131,-0.881,-1.0,1.4299,2026-07-05T14:36:37.814885,R08
al_pool/pool_139.wav,-0.4859,0.7198,-0.4859,0.7198,1.0,0.4073,2026-07-05T14:36:44.323004,R08
al_pool/pool_003.wav,-0.6396,0.0642,-0.6396,0.0642,-1.0,0.7766,2026-07-05T14:36:49.273959,R08
al_pool/pool_026.wav,-1.0,0.6284,-1.0,0.6284,1.0,0.8509,2026-07-05T14:36:57.033990,R08
al_pool/pool_012.wav,-0.5391,-0.3714,-0.5391,-0.3714,0.0,0.3047,2026-07-05T14:37:02.496787,R08
al_pool/pool_023.wav,-0.7754,-0.0048,-0.7754,-0.0048,0.0,0.379,2026-07-05T14:37:08.519907,R08
al_pool/pool_123.wav,-1.0,-0.2376,-1.0,-0.2376,1.0,0.149,2026-07-05T14:37:12.631119,R08
al_pool/pool_125.wav,-0.5671,-0.2128,-0.5671,-0.2128,0.0,0.2311,2026-07-05T14:37:18.236834,R08
al_pool/pool_092.wav,-0.3781,0.4357,-0.3781,0.4357,-1.0,0.6122,2026-07-05T14:37:25.255536,R08
al_pool/pool_087.wav,-0.8502,0.8605,-0.8502,0.8605,0.0,0.4189,2026-07-05T14:37:30.016242,R08
al_pool/pool_046.wav,-0.2381,0.4416,-0.2381,0.4416,-1.0,0.8505,2026-07-05T20:00:19.272544,R07
al_pool/pool_055.wav,-0.821,0.8222,-0.821,0.8222,-1.0,0.1491,2026-07-05T20:00:25.358807,R07
al_pool/pool_136.wav,-0.566,-0.5691,-0.566,-0.5691,1.0,0.2663,2026-07-05T20:00:31.074889,R07
al_pool/pool_050.wav,-0.8183,-0.1319,-0.8183,-0.1319,1.0,0.5213,2026-07-05T20:00:38.283029,R07
al_pool/pool_027.wav,-0.406,1.0,-0.406,1.0,-1.0,0.1375,2026-07-05T20:00:43.142546,R07
al_pool/pool_116.wav,-0.4763,-0.0804,-0.4763,-0.0804,-1.0,0.1954,2026-07-05T20:00:48.455572,R07
al_pool/pool_133.wav,-0.7768,-0.3417,-0.7768,-0.3417,1.0,0.324,2026-07-05T20:00:53.980614,R07
al_pool/pool_015.wav,-0.6131,-0.881,-0.6131,-0.881,0.0,1.4299,2026-07-05T20:01:03.108661,R07
al_pool/pool_093.wav,-0.8828,0.4544,-0.8828,0.4544,0.0,0.111,2026-07-05T20:01:13.737008,R07
al_pool/pool_124.wav,-0.9449,-0.4675,-0.9449,-0.4675,0.0,0.3187,2026-07-05T20:01:20.627320,R07
al_pool/pool_066.wav,-0.8907,0.6001,-0.8907,0.6001,0.0,0.345,2026-07-05T20:01:30.685573,R07
al_pool/pool_011.wav,-0.4322,0.4195,-0.4322,0.4195,-1.0,0.113,2026-07-05T20:01:37.766400,R07
al_pool/pool_013.wav,-0.5877,1.0,-0.5877,1.0,1.0,0.3334,2026-07-06T13:06:16.027151,R09
al_pool/pool_052.wav,-0.3821,-0.9582,-0.3821,-0.9582,0.0,0.4908,2026-07-06T13:06:23.098994,R09
al_pool/pool_074.wav,-1.0,-0.0702,-1.0,-0.0702,-1.0,0.2528,2026-07-06T13:06:34.820687,R09
al_pool/pool_083.wav,0.2442,-0.1267,0.2442,-0.1267,0.0,0.5591,2026-07-06T13:06:41.694846,R09
al_pool/pool_137.wav,-0.3666,0.2793,-0.3666,0.2793,-1.0,0.1341,2026-07-06T13:06:48.233266,R09
al_pool/pool_074.wav,-1.0,-0.0702,-1.0,-0.0702,1.0,0.2528,2026-07-06T13:06:59.328579,R09
al_pool/pool_138.wav,-1.0,-0.8643,-1.0,-0.8643,0.0,0.2786,2026-07-06T13:07:02.486015,R09
al_pool/pool_148.wav,-1.0,0.5125,-1.0,0.5125,-1.0,0.2331,2026-07-06T13:07:06.325414,R09
al_pool/pool_119.wav,-0.3805,-0.2719,-0.3805,-0.2719,1.0,0.281,2026-07-06T13:07:10.900197,R09
al_pool/pool_006.wav,-0.722,-0.5144,-0.722,-0.5144,-1.0,1.223,2026-07-06T13:07:17.800300,R09
al_pool/pool_085.wav,-0.9209,0.8343,-0.9209,0.8343,-1.0,0.1642,2026-07-06T13:07:28.145565,R09
